Lipids,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,S50,S51,S52,S53,S54,S55,S56,S57,S58,S59,S60,S61,S62,S63,S64,S65,S66,S67,S68
PC(P-35:2) ,100084,83277,1185,98953,98777,91583,99982,81692,129146,368311,133619,110545,131352,264175,377981,221984,189020,120394,132357,119172,92680,59466,85280,279124,116838,146229,190244,101082,128041,149689,30065,194108,447248,91672,313001,90927,286554,154854,236733,92936,99719,158145,116558,258897,172353,124951,320228,157484,222511,136849,164222,106417,224720,44501,109471,818,41844,85541,93812,131453,97731,100370,159644,135955,202511,202912,111964,131737
PC(38:7) ,97819,166659,3453,265755,294979,150732,114974,310152,272925,333228,295316,236152,307798,209251,296655,213853,221181,375014,266105,213883,197997,180222,216109,235769,221048,242626,236626,213734,189292,143149,215861,619381,460566,227964,232179,197826,256496,193717,140828,181591,223647,392025,186206,355668,321789,154730,185155,255055,185668,157148,263117,129269,174523,176869,150512,1519,156305,178833,212419,185002,191054,236535,97903,178953,159044,146624,193220,270925
PI(40:4) ,96317,77484,911,86561,96816,83557,88542,95001,88258,96280,98387,91041,89193,94535,99847,104683,100261,103042,83333,81934,76449,72741,76696,97669,83582,88163,96740,79304,78122,79092,93040,91943,106120,84520,91182,79404,88579,80647,84165,90398,80891,84359,66865,105560,92054,69482,77874,74647,73243,82775,77437,54913,79353,58941,51364,19,51876,57457,58960,60795,74681,77586,66606,72583,78449,58981,58196,66800
PE(16:0_16:0),96055,95165,12292,69957,89889,80243,116626,80316,77150,68774,74850,89359,85523,81832,82515,85170,87610,78165,75508,88710,78690,84697,97176,80285,84920,76717,86409,70960,83870,96649,103646,83074,79529,87122,85344,90944,88594,103472,92242,86592,79148,80417,90794,92549,84149,88370,87222,85882,78742,90111,88875,93865,82082,100152,92222,1222,91790,96549,108048,115308,84423,86178,112899,80787,91053,87892,84533,86716
Ubiquinone,92744,94137,5872,114901,111780,141239,86269,107726,173402,210989,113798,103027,126810,173230,147528,123560,113892,165271,162255,88918,147116,118888,149570,211457,123558,110926,143488,109997,131196,82644,105423,165685,170370,163311,124513,91895,144127,87713,102484,235577,130725,159997,86206,189306,174190,116357,117358,154213,115606,127670,145408,106451,157467,87821,63762,2802,83636,72586,112101,130982,99914,110680,69241,102370,123385,85392,97323,134783
TG(O-50:2) ,92020,153625,9773,148958,163422,120542,25046,159596,189526,80281,270878,132969,61370,31389,25163,25344,18425,127653,117523,620820,96885,175076,49240,23948,100002,238096,14719,432805,56557,14614,106583,182004,22586,65172,44453,143071,24357,84498,20790,79551,91953,106879,43540,59229,64872,12284,12467,200973,15965,14702,67842,53422,11760,78808,80466,8268,45916,73189,35988,11606,60452,176813,13033,16900,15638,11954,126606,89298
PE(P-16:0/22:5) ,89618,66357,865,65097,87348,81060,34046,68813,74573,73942,79426,92154,118360,49192,65578,62737,60391,113207,132481,48489,61102,53760,57296,67088,60080,52766,58675,66070,112395,35466,61233,115804,80558,88025,53922,62583,58263,41129,37384,81603,78529,78878,70316,57662,72842,41309,53709,70006,53597,40463,56241,43337,42684,43713,30103,164,58867,63808,74267,44849,65505,53606,41142,35512,39103,38971,44850,74450
PC(15:0_20:4),87772,79840,310,87999,90512,97339,28764,121848,86950,45270,87713,88961,127858,36382,48782,42065,34388,96164,119970,85355,79860,80417,92371,37519,98265,94546,39455,82972,120504,32450,84406,151256,54281,102489,38691,97060,50262,104395,35828,113247,112246,140488,102940,53094,107181,40864,44443,120436,40768,43658,144878,86192,42485,97733,76116,308,83580,97063,113259,40165,97650,101430,32410,37229,42969,42903,104387,130896
PE(P-16:0/20:3) ,81230,86982,122,116051,111111,90270,81148,101851,130434,148536,123548,7692,87780,110019,115324,112641,106853,112002,152679,94249,93919,5454,74223,110142,83281,92351,101832,86677,110587,81887,76201,103480,145652,80757,112197,73250,118343,70873,81988,85506,106140,108523,71969,127415,107142,81231,97490,83206,72849,88078,96713,68239,82115,59823,63924,81,57484,65549,52846,65060,81038,83775,56920,78581,80129,68275,78864,87599
Cer(m18:1/18:0),80752,66671,1809,66224,72258,61141,72617,72097,70919,81642,73849,66078,70121,60403,70952,66322,67180,81893,73665,55120,54011,49195,53127,62419,48954,52420,62244,53328,61596,56023,63568,70406,75088,54612,64449,54330,60752,55090,51037,58783,50408,59570,40364,80406,67935,43107,50969,48267,41519,47713,51552,35358,42115,38526,30282,33,30791,34358,43217,40031,42182,45132,35247,39285,41917,33128,34212,41278
PC(P-16:0/20:4),79779,77489,3969,87774,66489,74600,70850,84197,78907,102294,86892,75896,86092,96272,94288,102133,76334,68974,99774,98416,99286,88232,86877,82680,96050,104467,100534,97840,109764,88323,75658,93318,108810,103779,107131,90694,115653,91765,92376,102702,116270,122654,118966,104199,105394,118975,133425,119102,115629,138475,115345,113577,115233,109625,115981,381,105255,125555,110728,126845,113101,121345,122795,124143,129363,133653,126760,147098
PC(39:5) ,77640,4459,1536,7620,6699,5241,4192,7481,79720,5889,6688,8274,9863,6913,5852,57137,4486,6382,5062,10065,9797,6706,7173,5790,9956,9705,4219,9069,10261,5672,4972,5572,3515,8500,4749,9093,5502,4603,7356,9997,14662,4091,13105,5990,3905,8485,6373,74840,8253,8022,8705,10095,4984,10221,8646,54,12130,11857,12268,6499,10924,62338,5651,6980,7615,9439,10329,13053
PC(34:2) [+OH],76609,125915,485,10005,78181,132289,53093,109133,56242,111501,115691,173029,63828,106937,257268,156323,183818,101908,83372,6777,127621,121406,76446,42152,10890,40695,45727,27450,9827,2405,45057,18153,100070,111961,38246,20674,44029,9916,70066,142445,7412,166920,23596,72330,118898,74522,117822,34676,68413,30678,7732,75729,42695,20170,36810,1399,17886,37169,73505,52833,91364,49521,43610,73077,61931,25021,17981,72763
PC(O-34:1),76196,84287,7884,62163,85973,76259,84476,85853,67045,77916,66084,102552,75699,5003,104419,78722,68355,72428,93199,98252,64821,80990,82443,60579,89031,78297,86452,65797,82884,49062,95767,69867,76734,88885,93780,74659,71760,76209,111420,86316,62754,58070,86091,101591,85268,105571,10527,81467,70147,91588,98627,63962,85944,102284,99125,379,87239,69033,114538,51787,87695,88579,96040,83988,103345,91403,65198,84474
PC(32:2),75076,74010,1711,85127,119238,76952,58651,119910,130070,105941,121117,71373,90456,52538,97556,83981,60524,125288,120531,40847,61278,78823,65718,79091,68278,73647,89488,53719,77832,48429,41653,202758,156895,51844,73659,83832,103395,97364,20368,127887,75344,75399,88190,117137,103599,60364,70629,51165,68493,58774,124066,42678,67788,78133,35808,567,28880,22335,72978,46163,85978,68212,30009,67269,56202,65619,82100,81128
PC(P-18:0/20:4),74982,53077,1358,79511,62922,71638,66039,84689,90750,127464,89828,70742,86993,85542,101769,88564,82081,101766,99250,80801,60949,66576,74504,89253,69864,72706,76900,71338,71933,70608,72619,107010,139625,75081,83734,57707,103009,69865,65709,88068,77173,88628,67494,102305,45333,83774,88446,77568,83673,83451,73473,65486,79619,59000,62685,339,66938,26867,71150,73288,72997,73302,77460,80368,80710,82326,80776,94449
TG(48:3) ,74137,130311,6465,165064,121953,91153,44934,103713,197404,236243,326596,115492,46447,61864,50474,42641,73444,142549,100134,747100,97492,168708,39697,50351,92556,305948,32690,508133,48366,26696,133265,211092,73791,44299,92330,139013,42228,74237,22524,65932,69839,112567,39180,100327,84267,21352,30175,229262,19263,25689,76857,66604,27721,65124,107113,3534,44270,74860,34376,35046,47132,203397,24311,19919,20447,12894,144178,121471
AC(12:0),72727,58976,2682,79379,74284,96229,22894,100198,78178,40995,106546,72117,96413,35897,39833,38413,32613,95046,66110,75802,73005,58330,64525,37187,73911,64716,37941,73190,55269,24116,75379,112743,53184,78559,34725,61766,43150,66936,25146,81747,70408,127489,82140,46010,110542,33442,37961,101733,36071,30776,104608,71962,34796,58584,58031,788,65270,72824,65406,35375,64137,75389,25419,35760,34024,31247,74929,94262
PC(P-16:0/14:0),72439,46419,835,68036,64761,58484,24979,99208,81071,56968,73967,65537,74486,28802,43603,30352,35695,101621,102366,45082,44664,35441,30385,27732,37433,46525,26327,47379,64468,21156,48865,95576,58267,45755,29958,40248,27768,33021,19570,46581,40946,49777,26355,39517,52167,16878,17807,30638,14174,16705,42365,20226,15964,24404,18490,45,14968,19878,22723,10556,26622,31346,9629,13963,14747,10167,22835,31452
LPE(P-18:0),67440,40837,466,54272,62854,47950,47977,75967,69290,107705,69163,57365,63036,57401,68775,52735,66151,87317,81323,39792,45623,45174,31379,57254,37811,46131,53684,44740,49949,40008,43809,74074,89737,44889,59487,37998,53991,34968,37314,52036,38882,52235,29207,79620,54619,29897,41948,35639,33055,38457,42292,26598,31568,25257,20242,128,20349,21850,25241,29136,31115,29063,21620,32871,26565,23062,25353,32681
PC(39:6) ,64293,53824,6870,56286,50534,57609,327525,75184,58419,670035,54067,56052,84215,440894,622702,459574,476392,56242,68681,53836,442769,470147,51319,482349,447229,53482,416919,61585,51696,334303,46602,86448,575726,56627,426297,53812,490382,62422,326795,70367,505237,80173,68785,534682,64909,351198,388765,72506,342278,357717,84922,55130,339949,47891,359671,1171,369777,57066,526731,289101,456071,51285,231113,341288,353787,310352,56809,65691
Sph(d18:1),63522,47504,186,81068,81706,57666,44548,76388,97090,134868,93626,68428,81343,70529,89708,77062,73616,118019,89448,49585,55316,41391,42311,79173,49378,61891,65111,67420,62128,40639,49605,116845,117978,54328,66765,43533,64560,40673,38275,63185,51209,74343,41042,93323,80992,39927,48562,52463,38138,44449,57492,31235,42965,32806,28438,411,29175,29116,39321,33704,43862,43272,29133,41840,37993,34282,36289,43438
Cer(d18:2/20:0),59555,48124,180,65366,64906,59762,49301,67748,72298,90289,78361,61295,68643,64678,85608,68530,68223,83528,65822,48125,51074,41617,49066,68757,48441,49715,57984,47493,57591,45195,49764,70156,79406,49770,63185,47274,64093,42805,41239,59422,49827,58244,34114,65063,59388,37457,52257,44722,39223,45161,41562,34977,46003,35517,29102,119,30835,33694,20864,38366,38647,41073,33163,39603,39969,32631,33632,41244
PC(14:0_20:4),58880,50442,1524,74911,80090,69666,26383,90164,99557,74241,93920,73524,105756,42567,60936,58348,50203,114663,90051,59937,57302,48700,59378,54913,58257,71712,49335,68651,77675,29174,62740,130456,95984,74619,46873,50378,51670,54206,30074,79277,67977,108003,54835,75635,92917,33302,48642,69289,34511,38830,89007,45519,39867,50881,45381,220,45336,57536,52393,38766,55940,66527,30653,35301,34247,34416,56837,81310
SM(d18:0/14:0),56879,47521,119,74224,63375,62065,24521,75081,86364,54863,81117,58798,78469,35225,44168,36566,36359,88021,101363,47087,48501,36605,38470,33875,36858,54024,29935,60006,68524,22340,51175,81844,54074,51127,32177,40528,28821,35641,20267,55885,42107,57902,33815,39022,61162,16563,22879,35279,16816,18399,45288,23267,17887,28598,21352,46,20300,25884,23932,13427,30385,39459,11586,15544,15911,13515,26878,36052
LPC(17:0) [sn1],56140,31383,523,34813,43616,37858,20438,62914,50547,59809,48109,36373,48848,27060,38589,26466,31138,65686,59741,25328,30800,25328,20834,29078,24933,30952,21872,31563,39434,18235,27139,57154,43678,29472,26525,26633,24928,21717,16890,31785,27251,34090,19193,37535,34814,17645,16857,21385,16556,16261,26907,14929,14774,15700,13166,18,12387,13639,16752,11165,21360,19482,8327,13005,14600,10834,14851,19555
PE(P-19:0/20:4) ,55450,37398,247,64096,63837,50527,39041,66814,73358,85248,66723,55157,63483,56913,74911,49643,63195,80152,63366,37403,40085,29076,32186,53377,33928,41418,40549,39298,43401,28912,44619,62755,79446,39876,46299,32563,50069,28230,28642,41156,33126,43271,20993,56606,46121,22441,27108,26705,25024,26477,31746,16579,24191,16674,13528,11,15201,16103,18081,18142,23302,26945,12871,23564,19959,16905,19368,26768
PC(33:2),53713,34725,869,49686,45916,46098,29983,69296,50766,36358,43217,44920,60575,24631,45385,31862,29831,46626,54664,43316,34166,23595,41019,27432,34938,45559,31249,30546,55909,22913,39362,80096,41525,57020,28975,42922,45921,62336,29029,55128,54768,65787,42111,48173,58877,29948,40664,62144,30002,35899,78858,41131,28384,28245,44716,534,31481,43249,46911,26324,50979,58694,22900,27492,31884,29479,53106,66164
TG(50:4) ,53547,88478,4641,,60974,50568,71591,96861,268286,439854,203900,104045,78873,93913,34944,105299,90650,55495,40651,397341,16718,54598,,24548,12260,216720,21648,249162,28171,117225,32103,101090,154763,27281,175491,178006,58701,87308,136446,107757,232783,,192483,275418,,47086,,225327,,31198,9266,51179,14073,59719,94113,3166,65465,21333,14840,109759,22326,153101,45357,50124,46939,,96488,51312
Cer(m18:0/22:0),53423,29961,1115,34239,34165,30134,27578,51910,33686,38602,31995,31346,31000,25534,30803,23326,29398,45576,40793,25206,28988,22479,20361,27291,27686,29270,25572,30495,29198,20935,26663,40620,30983,28993,27630,28459,21632,24751,20670,24660,24709,27622,18535,27294,24372,19572,17462,23478,16124,17237,25264,14673,15156,16043,14066,18,13234,13797,19761,12760,20239,20375,12068,14894,17742,11794,16841,16342
PI(18:0_20:3) ,52962,81415,242,91564,91167,65748,31577,73236,78047,92926,95610,88967,95184,87809,94460,81791,90995,102589,89664,79498,92898,63468,64437,31402,71377,59077,87819,111276,8333,32361,91369,73549,39055,101862,30302,74733,79628,49806,34521,87206,83772,83443,90685,34894,68879,55839,74680,72442,29314,69289,85382,3762,66135,56565,46388,62,36224,43599,5517,50977,6213,69974,45877,29636,65453,25357,3332,55311
PC(P-36:3),52403,53312,7307,61292,45948,55376,47339,54920,51306,69015,54388,45541,57718,61908,61168,65285,51225,51645,68758,61817,62611,57108,56587,61063,54726,55390,61474,56142,64624,64751,47907,74213,61599,53343,58838,52463,71441,56012,64331,57144,68154,76222,74088,78407,67694,82471,70110,66648,71275,71140,71341,68550,73258,70198,71521,1299,61727,66871,77188,70044,68103,63140,82825,79109,79358,82388,72235,76114
PI(18:0_22:5) ,51786,41505,344,51634,47890,45444,36016,54783,56460,54183,52008,45713,54456,48538,53717,46898,51450,57458,45708,43032,42887,36094,37054,50002,36501,45953,45712,48769,41889,35236,43185,48789,59356,41316,47223,37222,44660,38621,40970,46230,41562,45675,30669,51194,48456,31237,37884,38570,34808,38052,39822,25842,36413,24285,26151,27,25151,28583,29887,28864,36197,37120,25746,35623,35021,23948,28185,33915
PC(O-16:0/20:4),50163,45331,6094,53020,41755,50567,46733,54922,48073,66862,52955,43594,51642,56239,49821,55745,46125,43721,58988,52265,59062,46888,54555,49912,55893,51652,56464,61580,72695,53796,41193,65544,58171,56809,62427,50830,68355,53824,54516,62653,63735,67476,71052,62164,60377,76272,69331,69512,57501,71100,68561,65057,69141,57797,64630,528,63999,66319,76033,68883,58699,63327,70612,71033,73410,68781,67750,74551
DG(16:0_16:0),49982,47156,121169,40550,53775,38876,41670,47952,47163,42275,39841,48287,51745,43634,55131,57368,39608,44014,62924,43720,47497,45520,53156,55509,50065,51966,55109,44610,64612,41446,45781,45576,43431,53536,38350,51339,49018,51015,44584,53059,43304,38497,53024,49439,49934,49438,49460,53753,43063,61148,44649,43068,51664,50818,47599,63580,55546,49903,68138,55738,56594,48854,63091,48319,53899,61823,43800,49366
Cer(d18:1/21:0),46693,41689,5279,43093,43315,37772,49051,40163,41792,58214,51871,43985,43229,39750,43395,40385,46273,48828,45642,34983,36984,36710,37073,37769,40331,39426,36552,40758,34817,42770,40676,56676,47281,37897,45650,41458,40787,36740,37775,39049,44916,43626,37676,50689,46175,35174,36206,37823,29768,34903,37353,28778,32279,36932,31400,275,28760,30107,38728,36550,34810,36121,34361,31452,34791,29614,35522,33146
PE(36:5) ,46503,27277,87,41646,58862,38855,30654,62074,57715,61861,53855,51479,61131,41773,55790,48260,51706,51848,67964,31471,42113,30679,27830,40650,31525,42171,39247,57552,48561,28626,29882,55418,61685,43847,43571,34216,41557,27149,25688,35636,39461,43118,30833,65764,47812,27317,33348,30986,25696,30070,36679,14883,27908,23529,20988,38,9520,24369,21209,22488,33630,33757,15665,23866,20883,12251,28297,26301
PIP1(38:4),46395,86250,16974,54766,37696,80423,127642,59429,57483,72620,101404,48813,91163,113915,86722,50362,140827,62093,56127,56682,77264,100460,59352,49135,59531,31912,58533,24867,75344,83598,49320,49744,118829,75174,77387,79244,69928,55753,66537,63359,125291,65288,76320,99159,77966,105073,89478,88286,97378,66058,88975,83732,69325,114777,74527,2903,55803,77527,37461,77810,37850,59499,65384,60056,28280,56711,87146,55303
AC(20:4),45621,17625,1200,35504,22703,27259,7474,39506,22657,39945,21018,20004,46384,24626,46231,53460,22173,33529,33024,28905,39837,13311,26192,49849,23558,14629,54144,13376,31345,16540,25882,53553,38142,24978,23345,26300,55121,29692,25375,25913,8591,42049,38110,48984,38355,46463,26265,32124,57157,39653,21184,19393,48511,16545,15764,344,25746,19025,26417,35247,26447,36975,30819,34858,55165,39312,24141,24926
LPC(22:0) ,45488,32635,735,53603,43736,45321,35328,55577,62967,64306,55198,42686,44155,42955,51520,42415,57601,70731,46001,34444,35000,25211,27329,50198,29262,36467,34911,37883,36820,27009,36054,46210,60471,28573,36406,26739,34195,24593,24959,34209,24368,32868,17964,42053,36292,20044,23275,22979,26983,20275,27245,15201,23701,14390,13469,73,14419,15132,13282,15760,21268,20456,12057,19211,20147,15601,15739,18842
PE(P-18:1/20:3) ,44774,43773,1510,73001,52962,61065,51416,52004,66563,71509,63814,54322,58249,68854,65381,71296,57598,67714,64561,70093,73074,62379,62951,69568,86757,79143,78060,79249,54436,64944,57644,75814,84019,67325,78670,65200,92469,67306,74049,84643,72811,103449,81383,88199,99877,81575,97711,95195,84266,97439,97133,84630,73448,74773,80105,55,73519,77996,62305,79710,86155,89686,77993,100706,85568,91927,92120,99770
SM(d18:2/20:0),44355,70386,106,45835,45198,51092,95843,46444,78473,158401,61533,46093,54782,104941,188120,118075,107243,47160,50643,63264,39620,65298,45860,129005,40893,90935,140994,84289,40278,98702,38449,97457,221845,39267,109812,64841,140398,74157,92681,59516,85861,75788,5934,217234,114271,8957,13463,85041,90862,104355,130561,5922,10182,4718,8872,707,6304,29157,28571,11050,5160,4472,7003,99484,105821,81631,39903,46805
PC(O-36:2) ,41908,132920,8163,175156,136784,151979,88679,159902,157477,118928,146806,135282,156322,69475,67192,118865,36356,141652,149443,170290,52033,148978,158861,57255,174866,185986,52997,54758,167370,113913,146640,107622,127217,175568,20021,143914,150694,163366,72144,178456,119019,221427,198798,58614,124601,136526,145195,201402,147453,59854,229147,191117,71746,102910,108622,2424,178452,201730,80553,116664,142642,124465,53546,92674,142171,72111,208168,218929
PI(34:0),40563,28929,818,23926,37109,31723,28616,42180,48457,47010,46100,37790,21051,32004,43160,35889,41362,55226,38267,26542,26994,13221,23525,36146,25828,29015,34038,27540,26856,23100,34756,52563,54456,11691,32512,24532,29509,27738,23319,31367,25064,40472,20460,49608,43242,18946,23737,24735,22122,22852,29728,17716,22896,17756,15069,33,16627,17131,19432,18711,7847,25562,16084,21398,18874,16247,18150,540
PI(16:0/16:0),39076,49951,3607,37306,51670,35285,45296,55165,41094,42765,52933,46712,55853,38071,68299,72836,57676,51725,58738,37061,42235,38302,40858,46416,57130,56600,61569,38755,43182,58748,55567,46128,59196,53262,42760,45804,59533,51266,53625,49124,63469,44686,57914,59649,51734,64465,64237,57302,51980,63146,55759,36834,40909,37948,35650,24,37630,52750,40320,70853,52733,56463,70027,44844,54795,41617,45909,66586
LPC(O-16:0),38186,22728,500,32012,26842,24699,19137,39624,36624,54963,33455,22821,32097,24840,30098,25374,27760,41987,47184,21077,24957,19340,14946,25185,18853,25036,21034,27615,32164,16534,19559,46866,42268,24986,24895,17601,24405,16334,15481,22913,21147,27370,16172,35273,29056,17805,17765,18257,15758,16459,23353,13483,14814,13533,12492,171,11316,13106,14352,13083,16628,17295,10518,15841,15972,12497,15572,16377
TG(52:5) ,37763,38514,4885,122853,67986,67242,254561,206111,63226,1239448,84577,60617,38798,303807,214854,257214,216959,64726,200821,255110,80988,63822,41288,232927,136778,117686,168130,73169,92558,160385,67028,56947,396107,106914,598400,133842,302411,83901,180253,92285,24741,103954,64407,400928,23574,97143,121526,138359,86148,176365,27545,55571,68788,62900,30766,2678,16718,18171,46392,155542,62101,160579,158206,81898,114191,82506,91790,79987
PE(O-18:1/22:6),36388,41144,3069,35899,35830,49342,40179,39165,38398,46634,44561,26696,52592,50990,50860,58206,30077,46809,32921,54284,43441,51229,47396,58093,49596,48319,47724,52164,48328,41041,49313,51088,58033,53625,45600,39116,46655,33332,47913,48469,46170,63156,50826,62392,50199,62131,54528,60856,53063,58490,59145,58974,38558,57092,52574,446,43641,70291,63533,68155,38261,49357,41284,67784,50747,71569,54471,64079
GM3(d18:1/18:0),36152,24916,696,24936,32986,25739,29725,39390,33218,38205,34017,31801,35644,26703,34190,29727,34956,36795,40466,21469,23374,22399,23785,29539,25040,26953,26788,24357,30387,26167,30473,45209,51754,24915,30644,26821,28475,24641,23691,31338,24225,29264,19001,49880,35869,19167,25486,24170,19029,22461,26384,15561,21783,20006,15630,20,15243,16322,26321,21493,22265,24542,20946,19651,20486,16396,20914,21434
PC(O-18:0/20:4),36134,29263,855,35730,31460,22505,30243,34638,29325,46455,36177,27179,38737,33817,40732,37602,30266,32903,35327,24695,26835,22795,24281,33933,23204,26881,29321,27040,38738,30273,23636,33894,39234,31564,34952,21936,38641,25956,21864,26293,25868,28650,24759,39936,23962,40319,28704,22297,23725,25887,30599,22251,33167,20033,24288,13,24239,20369,26456,28726,23429,21801,30838,27062,39106,30355,27979,25170
PE(P-18:1/22:5) ,35614,31276,714,28936,34211,34450,14088,28224,27061,28806,33265,40740,49902,22849,27609,26926,22096,42307,50130,28037,32700,33205,32761,33036,33060,32585,28556,37143,49687,16999,35689,49101,33983,49047,29438,36446,29483,26628,24142,47922,41746,51816,48774,25829,44369,25296,30737,47513,39277,26024,35626,29828,27371,31950,26373,83,41245,36905,53936,29373,47173,38702,27092,25114,26838,27664,30650,52635
TG(O-54:2) ,35535,27907,976,35272,41411,25374,24583,40532,44291,54883,38208,45185,123718,31595,45526,33404,34143,458583,57679,22537,26299,20625,16865,25366,24437,29662,32343,23894,40175,20109,36791,34226,38125,30487,28096,29111,35699,17548,21027,34038,23681,21907,14633,34396,23428,20487,23040,16283,16258,15281,26885,11232,15187,46063,8680,72,11493,18242,11189,11961,25532,17353,13537,14630,15206,9885,26652,16674
Cer(m18:0/24:0),35428,23105,697,23946,23370,21370,20747,34857,22055,25198,21573,23111,20106,18138,21797,16695,21600,28050,29068,19876,22437,19062,15422,20669,21276,22399,18068,23328,25026,15986,19818,29840,20193,22092,19928,21052,15699,18645,17338,16583,19525,19426,15573,22669,19895,15693,14333,18051,14668,13768,19166,10521,12772,14875,12539,55,10962,12384,14244,9884,16927,16513,8804,12419,13110,9914,14694,12909
Cer(m18:0/20:0),34487,19233,776,23519,22631,18141,17929,41810,21631,25380,22195,20019,27290,18199,23394,20643,21056,30233,27894,15168,17322,14589,13845,17533,19150,19955,16061,17428,18754,14181,18070,24789,23641,21209,18102,19698,15878,15316,13158,16217,16271,15781,12333,20831,17193,13819,13567,16844,9504,11863,16659,9108,9613,9911,9074,68,9810,9182,12846,10618,13741,13694,8355,9313,11899,7198,10459,12070
LPC(20:1) ,34061,26220,787,36169,36119,31356,20996,41837,43592,56791,44689,33065,41633,34828,36480,39125,34022,54834,50575,27002,35531,29709,23898,41928,30510,38404,35688,40089,35557,25676,29088,54330,57336,35129,42474,30698,39407,29046,30297,51001,38410,51416,30030,65151,52791,27879,36787,36823,33709,34402,42820,27024,30717,25769,22480,219,24225,26384,27980,26809,35169,34716,20808,30897,27352,27026,28294,37616
FA(18:1),33858,20990,4574,35074,38639,24392,14896,45622,54918,61128,30668,29457,42218,29650,43745,46778,32079,47625,40102,21740,26626,32560,24821,55910,27607,35139,37281,22201,33471,16927,25396,57115,41120,36545,23547,20419,38174,24386,17398,38050,15193,37716,25950,45023,37559,18537,21430,31088,26154,32261,27963,18204,26556,14605,14610,4131,26331,16431,39991,25321,37951,24027,25858,31379,22209,27692,18995,35059
Cer(m18:0/23:0),33139,20523,789,23500,24856,20038,19166,32717,22776,23567,21818,22891,20004,17100,19528,15999,20377,29163,23839,20064,21144,19197,14630,19349,21128,21407,15759,21221,18341,14507,19527,22055,19354,20531,19715,20631,14873,18791,15745,17532,18712,18563,14722,19046,16723,13650,12739,18258,12975,13055,17589,11484,11705,13703,11531,45,10793,10475,14344,9791,16470,14688,8392,11491,12449,9256,13352,12566
SM(d16:1/23:0)/SM(d17:1/22:0),32994,32653,2275,34224,31048,29303,32031,34401,29573,43729,19263,35992,30232,32826,36442,43822,24514,33457,35955,49016,52832,55013,37762,33673,50950,46875,39838,50668,45248,38253,34137,39938,37198,38925,43946,43674,53367,41029,45200,42568,50157,55530,35774,47091,52162,54167,61767,62546,49744,59310,62233,52552,48259,52041,31688,72,56543,60193,58847,53370,64763,60344,54897,73196,53694,67719,65213,73670
SM(d18:2/18:1),32794,15859,79,27067,30019,31217,6787,41149,47818,13701,14862,10204,44407,11270,6571,13474,13775,12324,37033,2658,1071,7103,3079,2095,21627,20173,8403,3453,29947,,2605,44466,8291,10715,10650,11710,11928,10809,6341,24207,16346,2250,15564,6986,2651,1993,4555,24107,7010,665,30397,12345,7372,15451,9078,47,5802,11071,7288,4733,12875,8368,5294,1847,4872,3049,13412,14224
COH,32618,39029,31855,36612,34335,37324,37427,33383,33291,33763,35810,34403,34620,38157,36445,38391,33863,34318,36877,47469,51097,47571,40667,38590,49907,47792,45385,54695,43232,33747,39086,37878,35509,51069,50796,44026,33613,48348,43972,50708,49892,59045,60936,50416,51762,57159,43217,48471,63275,59988,62954,53862,51007,56357,62915,8715,49377,58995,52313,49378,54582,50488,53688,57423,61003,68109,62038,54229
S1P(d18:1),32281,27612,467,38789,37038,33631,24631,38506,51883,62419,53780,35177,41026,37439,47645,35699,45021,55346,36168,24617,32805,24194,22990,37083,28222,27268,35576,32241,27213,23942,29180,48042,66381,27870,37641,25391,35158,24652,26072,32126,30014,45611,22399,59085,42496,21694,28523,30039,25766,25655,30194,20871,23192,19590,15777,75,15946,17891,18208,19343,21925,28262,15464,23637,22170,19554,22102,27669
AC(12:1),30259,8771,394,13363,12853,19679,3100,37901,16076,4266,12335,11749,15254,4022,4873,4236,3731,17118,8959,11185,9703,10104,12988,4488,13716,8174,4267,7497,6038,2840,10861,28391,7450,41169,4702,7983,4933,15139,3109,10608,6333,15344,13276,6255,11678,5016,4016,13521,4452,3012,25414,6446,4340,6018,9861,173,9307,9121,9363,3588,5547,8286,2336,4762,5221,4137,7979,16070
PE(O-18:0/22:5),29923,27665,266,26563,27028,23510,25920,29595,27182,30447,25964,32075,40256,28050,32849,28539,31167,21357,31194,23092,26216,17521,19427,25747,18970,26317,25401,26233,32592,29169,25599,26989,32586,23276,27731,20416,27607,22514,22428,26203,25406,22372,19138,24719,25404,18997,25352,14736,21580,22561,19725,14247,19203,18193,18403,26,12903,15892,17527,20977,23256,19944,17625,23290,23862,17330,17750,18387
Cer(m18:0/24:1),29450,15518,14,20923,19412,15655,12112,28828,21061,23681,20860,17176,20030,16578,19482,16444,16060,26434,21607,14188,16283,12934,10416,16807,15862,17428,14019,19091,13488,9994,12353,41559,21043,16777,15916,15203,12681,11443,11473,14356,16576,16962,11216,18699,16431,11149,11786,15785,10237,10227,15561,8211,9237,9814,7866,43,8047,7462,12953,7137,12485,12902,6490,9402,9658,7743,10022,10601
